#,POS Type,POS Version
3033,Infor,6.8.0.101
3060,Infor,6.8.0.101
3064,Infor,6.8.0.101
3065,Infor,6.8.0.101
3068,Infor,6.8.0.101
3071,Infor,6.8.0.101
3082,Infor,6.8.0.101
3083,Infor,6.8.0.101
3092,Infor,6.8.0.101
3103,Infor,6.8.0.101
3109,Infor,6.8.0.101
3119,Infor,6.8.0.101
3127,Infor,6.8.0.101
3128,Infor,6.8.0.101
3132,Infor,6.8.0.101
3143,Infor,6.8.0.101
3164,Infor,6.8.0.101
3171,Infor,6.8.0.101
3172,Infor,6.8.0.101
3183,Infor,6.8.0.101
3188,Infor,6.8.0.101
3204,Infor,6.8.0.101
3209,Infor,6.8.0.101
3216,Infor,6.8.0.101
3217,Infor,6.8.0.101
3247,Infor,6.8.0.101
3249,Infor,6.8.0.101
3258,Infor,6.8.0.101
3260,Infor,6.8.0.101
3262,Infor,6.8.0.101
3266,Infor,6.8.0.101
3275,Infor,6.8.0.101
3297,Infor,6.8.0.101
3324,Infor,6.8.0.101
3325,Infor,6.8.0.101
3328,Infor,6.8.0.101
3330,Infor,6.8.0.101
3333,Infor,6.8.0.101
3348,Infor,6.8.0.101
3358,Infor,6.8.0.101
3359,Infor,6.8.0.101
3364,Infor,6.8.0.101
3365,Infor,6.8.0.101
3366,Infor,6.8.0.101
3394,Infor,6.8.0.101
3406,Infor,6.8.0.101
3407,Infor,6.8.0.101
3414,Infor,6.8.0.101
3417,Infor,6.8.0.101
3421,Infor,6.8.0.101
3423,Infor,6.8.0.101
3433,Infor,6.8.0.101
3434,Infor,6.8.0.101
3437,Infor,6.8.0.101
3440,Infor,6.8.0.101
3448,Infor,6.8.0.101
3456,Infor,6.8.0.101
3470,Infor,6.8.0.101
3475,Infor,6.8.0.101
3488,Infor,6.8.0.101
3493,Infor,6.8.0.101
3496,Infor,6.8.0.101
3502,Infor,6.8.0.101
3505,Infor,6.8.0.101
3506,Infor,6.8.0.101
3509,Infor,6.8.0.101
3514,Infor,6.8.0.101
3538,Infor,6.8.0.101
3561,Infor,6.8.0.101
3572,Infor,6.8.0.101
3586,Infor,6.8.0.101
3589,Infor,6.8.0.101
3594,Infor,6.8.0.101
3603,Infor,6.8.0.101
3616,Infor,6.8.0.101
3621,Infor,6.8.0.101
3623,Infor,6.8.0.101
3628,Infor,6.8.0.101
3641,Infor,6.8.0.101
3649,Infor,6.8.0.101
3655,Infor,6.8.0.101
3666,Infor,6.8.0.101
3668,Infor,6.8.0.101
3675,Infor,6.8.0.101
3676,Infor,6.8.0.101
3678,Infor,6.8.0.101
3690,Infor,6.8.0.101
3717,Infor,6.8.0.101
3718,Infor,6.8.0.101
3721,Infor,6.8.0.101
3736,Infor,6.8.0.101
3740,Infor,6.8.0.101
3752,Infor,6.8.0.101
3756,Infor,6.8.0.101
3770,Infor,6.8.0.101
3775,Infor,6.8.0.101
3779,Infor,6.8.0.101
3788,Infor,6.8.0.101
3790,Infor,6.8.0.101
3791,Infor,6.8.0.101
3800,Infor,6.8.0.101
3807,Infor,6.8.0.101
3812,Infor,6.8.0.101
3813,Infor,6.8.0.101
3824,Infor,6.8.0.101
3836,Infor,6.8.0.101
3842,Infor,6.8.0.101
3845,Infor,6.8.0.101
3875,Infor,6.8.0.101
3903,Infor,6.8.0.101
3906,Infor,6.8.0.101
3927,Infor,6.8.0.101
3928,Infor,6.8.0.101
3939,Infor,6.8.0.101
3944,Infor,6.8.0.101
3946,Infor,6.8.0.101
3952,Infor,6.8.0.101
3964,Infor,6.8.0.101
3965,Infor,6.8.0.101
3986,Infor,6.8.0.101
3987,Infor,6.8.0.101
3989,Infor,6.8.0.101
4003,Infor,6.8.0.101
4013,Infor,6.8.0.101
4038,Infor,6.8.0.101
4050,Infor,6.8.0.101
4108,Infor,6.8.0.101
4110,Infor,6.8.0.101
4114,Infor,6.8.0.101
4126,Infor,6.8.0.101
4139,Infor,6.8.0.101
4140,Infor,6.8.0.101
4150,Infor,6.8.0.101
4151,Infor,6.8.0.101
4152,Infor,6.8.0.101
4173,Infor,6.8.0.101
4188,Infor,6.8.0.101
4224,Infor,6.8.0.101
4234,Infor,6.8.0.101
4235,Infor,6.8.0.101
4236,Infor,6.8.0.101
4239,Infor,6.8.0.101
4240,Infor,6.8.0.101
4246,Infor,6.8.0.101
4257,Infor,6.8.0.101
4264,Infor,6.8.0.101
4278,Infor,6.8.0.101
4298,Infor,6.8.0.101
4299,Infor,6.8.0.101
4307,Infor,6.8.0.101
4312,Infor,6.8.0.101
4315,Infor,6.8.0.101
4325,Infor,6.8.0.101
4342,Infor,6.8.0.101
4369,Infor,6.8.0.101
4386,Infor,6.8.0.101
4387,Infor,6.8.0.101
4401,Infor,6.8.0.101
4424,Infor,6.8.0.101
4437,Infor,6.8.0.101
4442,Infor,6.8.0.101
4454,Infor,6.8.0.101
4476,Infor,6.8.0.101
4481,Infor,6.8.0.101
4485,Infor,6.8.0.101
4492,Infor,6.8.0.101
4520,Infor,6.8.0.101
4537,Infor,6.8.0.101
4538,Infor,6.8.0.101
4545,Infor,6.8.0.101
4553,Infor,6.8.0.101
4556,Infor,6.8.0.101
4569,Infor,6.8.0.101
4582,Infor,6.8.0.101
4596,Infor,6.8.0.101
4604,Infor,6.8.0.101
4607,Infor,6.8.0.101
4641,Infor,6.8.0.101
4664,Infor,6.8.0.101
4672,Infor,6.8.0.101
4699,Infor,6.8.0.101
4736,Infor,6.8.0.101
4753,Infor,6.8.0.101
4762,Infor,6.8.0.101
4776,Infor,6.8.0.101
4791,Infor,6.8.0.101
4862,Infor,6.8.0.101
4873,Infor,6.8.0.101
4874,Infor,6.8.0.101
4893,Infor,6.8.0.101
4895,Infor,6.8.0.101
4897,Infor,6.8.0.101
4918,Infor,6.8.0.101
4922,Infor,6.8.0.101
4927,Infor,6.8.0.101
4928,Infor,6.8.0.101
4944,Infor,6.8.0.101
4950,Infor,6.8.0.101
4952,Infor,6.8.0.101
4962,Infor,6.8.0.101
4966,Infor,6.8.0.101
4968,Infor,6.8.0.101
4970,Infor,6.8.0.101
4973,Infor,6.8.0.101
4979,Infor,6.8.0.101
4995,Infor,6.8.0.101
5016,Infor,6.8.0.101
5034,Infor,6.8.0.101
5062,Infor,6.8.0.101
5065,Infor,6.8.0.101
5066,Infor,6.8.0.101
5085,Infor,6.8.0.101
5096,Infor,6.8.0.101
5117,Infor,6.8.0.101
5124,Infor,6.8.0.101
5138,Infor,6.8.0.101
5139,Infor,6.8.0.101
5141,Infor,6.8.0.101
5146,Infor,6.8.0.101
5154,Infor,6.8.0.101
5160,Infor,6.8.0.101
5166,Infor,6.8.0.101
5167,Infor,6.8.0.101
5175,Infor,6.8.0.101
5183,Infor,6.8.0.101
5190,Infor,6.8.0.101
5194,Infor,6.8.0.101
5198,Infor,6.8.0.101
5205,Infor,6.8.0.101
5221,Infor,6.8.0.101
5227,Infor,6.8.0.101
5247,Infor,6.8.0.101
5248,Infor,6.8.0.101
5258,Infor,6.8.0.101
5282,Infor,6.8.0.101
5283,Infor,6.8.0.101
5291,Infor,6.8.0.101
5321,Infor,6.8.0.101
5325,Infor,6.8.0.101
5335,Infor,6.8.0.101
5339,Infor,6.8.0.101
5340,Infor,6.8.0.101
5352,Infor,6.8.0.101
5359,Infor,6.8.0.101
5360,Infor,6.8.0.101
5369,Infor,6.8.0.101
5376,Infor,6.8.0.101
5378,Infor,6.8.0.101
5379,Infor,6.8.0.101
5393,Infor,6.8.0.101
5395,Infor,6.8.0.101
5396,Infor,6.8.0.101
5403,Infor,6.8.0.101
5421,Infor,6.8.0.101
5431,Infor,6.8.0.101
5437,Infor,6.8.0.101
5453,Infor,6.8.0.101
5464,Infor,6.8.0.101
5470,Infor,6.8.0.101
5496,Infor,6.8.0.101
5497,Infor,6.8.0.101
5498,Infor,6.8.0.101
5503,Infor,6.8.0.101
5512,Infor,6.8.0.101
5525,Infor,6.8.0.101
5558,Infor,6.8.0.101
5573,Infor,6.8.0.101
5578,Infor,6.8.0.101
5581,Infor,6.8.0.101
5594,Infor,6.8.0.101
5608,Infor,6.8.0.101
5609,Infor,6.8.0.101
5611,Infor,6.8.0.101
5622,Infor,6.8.0.101
5623,Infor,6.8.0.101
5635,Infor,6.8.0.101
5642,Infor,6.8.0.101
5682,Infor,6.8.0.101
5690,Infor,6.8.0.101
5709,Infor,6.8.0.101
5719,Infor,6.8.0.101
5722,Infor,6.8.0.101
5727,Infor,6.8.0.101
5742,Infor,6.8.0.101
5743,Infor,6.8.0.101
5746,Infor,6.8.0.101
5747,Infor,6.8.0.101
5750,Infor,6.8.0.101
5754,Infor,6.8.0.101
5768,Infor,6.8.0.101
5778,Infor,6.8.0.101
5803,Infor,6.8.0.101
5805,Infor,6.8.0.101
5812,Infor,6.8.0.101
5816,Infor,6.8.0.101
5829,Infor,6.8.0.101
5832,Infor,6.8.0.101
5838,Infor,6.8.0.101
5839,Infor,6.8.0.101
5842,Infor,6.8.0.101
5847,Infor,6.8.0.101
5854,Infor,6.8.0.101
5855,Infor,6.8.0.101
5858,Infor,6.8.0.101
5863,Infor,6.8.0.101
5864,Infor,6.8.0.101
5876,Infor,6.8.0.101
5878,Infor,6.8.0.101
5880,Infor,6.8.0.101
5885,Infor,6.8.0.101
5887,Infor,6.8.0.101
5888,Infor,6.8.0.101
5895,Infor,6.8.0.101
5907,Infor,6.8.0.101
5924,Infor,6.8.0.101
5929,Infor,6.8.0.101
5930,Infor,6.8.0.101
5932,Infor,6.8.0.101
5950,Infor,6.8.0.101
5961,Infor,6.8.0.101
5963,Infor,6.8.0.101
5966,Infor,6.8.0.101
5977,Infor,6.8.0.101
5982,Infor,6.8.0.101
5989,Infor,6.8.0.101
5990,Infor,6.8.0.101
6003,Infor,6.8.0.101
6004,Infor,6.8.0.101
6018,Infor,6.8.0.101
6019,Infor,6.8.0.101
6036,Infor,6.8.0.101
6051,Infor,6.8.0.101
6070,Infor,6.8.0.101
6089,Infor,6.8.0.101
6093,Infor,6.8.0.101
6109,Infor,6.8.0.101
6115,Infor,6.8.0.101
6119,Infor,6.8.0.101
6121,Infor,6.8.0.101
6139,Infor,6.8.0.101
6153,Infor,6.8.0.101
6155,Infor,6.8.0.101
6162,Infor,6.8.0.101
6177,Infor,6.8.0.101
6182,Infor,6.8.0.101
6185,Infor,6.8.0.101
6206,Infor,6.8.0.101
6213,Infor,6.8.0.101
6221,Infor,6.8.0.101
6223,Infor,6.8.0.101
6243,Infor,6.8.0.101
6284,Infor,6.8.0.101
6293,Infor,6.8.0.101
6298,Infor,6.8.0.101
6313,Infor,6.8.0.101
6325,Infor,6.8.0.101
6335,Infor,6.8.0.101
6337,Infor,6.8.0.101
6346,Infor,6.8.0.101
6347,Infor,6.8.0.101
6359,Infor,6.8.0.101
6360,Infor,6.8.0.101
6369,Infor,6.8.0.101
6376,Infor,6.8.0.101
6378,Infor,6.8.0.101
6379,Infor,6.8.0.101
6380,Infor,6.8.0.101
6381,Infor,6.8.0.101
6382,Infor,6.8.0.101
6385,Infor,6.8.0.101
6388,Infor,6.8.0.101
6391,Infor,6.8.0.101
6392,Infor,6.8.0.101
6393,Infor,6.8.0.101
6398,Infor,6.8.0.101
6400,Infor,6.8.0.101
6401,Infor,6.8.0.101
6402,Infor,6.8.0.101
6403,Infor,6.8.0.101
6405,Infor,6.8.0.101
6406,Infor,6.8.0.101
6409,Infor,6.8.0.101
6412,Infor,6.8.0.101
6413,Infor,6.8.0.101
6421,Infor,6.8.0.101
6423,Infor,6.8.0.101
6427,Infor,6.8.0.101
6428,Infor,6.8.0.101
6429,Infor,6.8.0.101
6431,Infor,6.8.0.101
6433,Infor,6.8.0.101
6434,Infor,6.8.0.101
6438,Infor,6.8.0.101
6440,Infor,6.8.0.101
6444,Infor,6.8.0.101
6448,Infor,6.8.0.101
6454,Infor,6.8.0.101
6459,Infor,6.8.0.101
6464,Infor,6.8.0.101
6466,Infor,6.8.0.101
6471,Infor,6.8.0.101
6472,Infor,6.8.0.101
6477,Infor,6.8.0.101
6479,Infor,6.8.0.101
6483,Infor,6.8.0.101
6484,Infor,6.8.0.101
6487,Infor,6.8.0.101
6489,Infor,6.8.0.101
6490,Infor,6.8.0.101
6491,Infor,6.8.0.101
6493,Infor,6.8.0.101
6494,Infor,6.8.0.101
6495,Infor,6.8.0.101
6507,Infor,6.8.0.101
6508,Infor,6.8.0.101
6509,Infor,6.8.0.101
6510,Infor,6.8.0.101
6512,Infor,6.8.0.101
6514,Infor,6.8.0.101
6518,Infor,6.8.0.101
6519,Infor,6.8.0.101
6522,Infor,6.8.0.101
6525,Infor,6.8.0.101
6527,Infor,6.8.0.101
6528,Infor,6.8.0.101
6533,Infor,6.8.0.101
6540,Infor,6.8.0.101
6541,Infor,6.8.0.101
6542,Infor,6.8.0.101
6547,Infor,6.8.0.101
6551,Infor,6.8.0.101
6555,Infor,6.8.0.101
6559,Infor,6.8.0.101
6563,Infor,6.8.0.101
6567,Infor,6.8.0.101
6572,Infor,6.8.0.101
6579,Infor,6.8.0.101
6589,Infor,6.8.0.101
1294,Infor,6.8.0.101
1851,Infor,6.8.0.101
3792,Infor,6.8.0.101
1594,Infor,6.8.0.101
3213,Infor,6.8.0.101
3455,Infor,6.8.0.101
3574,Infor,6.8.0.101
3674,Infor,6.8.0.101
4436,Infor,6.8.0.101
