3369,Micros,2.1.5.2
5285,Micros,2.1.0.27
1303,Micros,2.1.0.27
6408,Micros,2.1.5.2
1222,Micros,2.1.5.2
1199,Micros,2.1.0.27
1220,Micros,2.1.5.2
1219,Micros,2.1.0.27
1753,Micros,2.1.5.2
4631,Micros,2.1.5.2
2772,Micros,2.1.5.2
3902,Micros,2.1.0.27
4373,Micros,2.1.5.2
3310,Micros,2.1.5.2
3377,Micros,2.1.5.2
5304,Micros,2.1.5.2
5349,Micros,2.1.5.2
2673,Micros,2.1.5.2
3657,Micros,2.1.5.2
4017,Micros,2.1.5.2
3665,Micros,2.1.5.2
6420,Micros,2.1.5.2
1134,Micros,2.1.5.2
5856,Micros,2.1.0.27
5256,Micros,2.1.5.2
4461,Micros,2.1.5.2
5234,Micros,2.1.5.2
4735,Micros,2.1.5.2
3251,Micros,2.1.5.2
5032,Micros,2.1.5.2
3600,Micros,2.1.5.2
2978,Micros,2.1.5.2
4379,Micros,2.1.5.2
3558,Micros,2.1.5.2
4256,Micros,2.1.5.2
2428,Micros,2.1.5.2
1771,Micros,2.1.5.2
3252,Micros,2.1.5.2
5366,Micros,2.1.5.2
5255,Micros,2.1.5.2
3556,Micros,2.1.5.2
3961,Micros,2.1.5.2
4051,Micros,2.1.5.2
4415,Micros,2.1.5.2
4980,Micros,2.1.5.2
5438,Micros,2.1.5.2
4018,Micros,2.1.5.2
3774,Micros,2.1.5.2
3781,Micros,2.1.0.27
3112,Micros,2.1.5.2
4127,Micros,2.1.5.2
2488,Micros,2.1.5.2
4402,Micros,2.1.5.2
5046,Micros,2.1.5.2
1013,Micros,2.1.5.2
3629,Micros,2.1.5.2
3460,Micros,2.1.5.2
5213,Micros,2.1.0.27
3098,Micros,2.1.5.2
3269,Micros,2.1.5.2
5761,Micros,2.1.0.27
3113,Micros,2.1.5.2
4541,Micros,2.1.5.2
4638,Micros,2.1.5.2
3444,Micros,2.1.5.2
4028,Micros,2.1.5.2
4688,Micros,2.1.5.2
4741,Micros,2.1.5.2
2232,Micros,2.1.5.2
1053,Micros,2.1.5.2
3084,Micros,2.1.5.2
3445,Micros,2.1.5.2
3617,Micros,2.1.5.2
5319,Micros,2.1.5.2
1123,Micros,2.1.5.2
4649,Micros,2.1.5.2
4783,Micros,2.1.5.2
5507,Micros,2.1.5.2
2757,Micros,2.1.5.2
1150,Micros,2.1.5.2
4333,Micros,2.1.5.2
4394,Micros,2.1.5.2
2360,Micros,2.1.5.2
3915,Micros,2.1.5.2
4148,Micros,2.1.5.2
4441,Micros,2.1.5.2
2145,Micros,2.1.5.2
3667,Micros,2.1.5.2
5702,Micros,2.1.5.2
3579,Micros,2.1.5.2
2581,Micros,2.1.5.2
3379,Micros,2.1.5.2
3559,Micros,2.1.5.2
5632,Micros,2.1.5.2
3137,Micros,2.1.5.2
5392,Micros,2.1.5.2
5441,Micros,2.1.5.2
5589,Micros,2.1.5.2
3141,Micros,2.1.0.27
2558,Micros,2.1.5.2
3988,Micros,2.1.5.2
4785,Micros,2.1.5.2
4398,Micros,2.1.5.2
1141,Micros,2.1.5.2
4446,Micros,2.1.5.2
5436,Micros,2.1.5.2
1107,Micros,2.1.0.27
2746,Micros,2.1.5.2
4723,Micros,2.1.5.2
1143,Micros,2.1.5.2
3634,Micros,2.1.5.2
3672,Micros,2.1.5.2
6028,Micros,2.1.5.2
4059,Micros,2.1.5.2
4784,Micros,2.1.5.2
4859,Micros,2.1.5.2
6029,Micros,2.1.5.2
3512,Micros,2.1.0.27
6053,Micros,2.1.5.2
2573,Micros,2.1.5.2
5079,Micros,2.1.5.2
5780,Micros,2.1.5.2
3834,Micros,2.1.5.2
4255,Micros,2.1.5.2
2585,Micros,2.1.5.2
3653,Micros,2.1.5.2
4160,Micros,2.1.5.2
1057,Micros,2.1.5.2
3427,Micros,2.1.5.2
3576,Micros,2.1.5.2
3591,Micros,2.1.5.2
4632,Micros,2.1.5.2
3441,Micros,2.1.5.2
3487,Micros,2.1.5.2
3748,Micros,2.1.5.2
4418,Micros,2.1.5.2
2678,Micros,2.1.0.27
3516,Micros,2.1.5.2
3604,Micros,2.1.5.2
3763,Micros,2.1.0.27
3778,Micros,2.1.5.2
1054,Micros,2.1.5.2
5353,Micros,2.1.0.27
4125,Micros,2.1.5.2
5440,Micros,2.1.5.2
5502,Micros,2.1.5.2
5603,Micros,2.1.5.2
6384,Micros,2.1.5.2
3106,Micros,2.1.5.2
3134,Micros,2.1.5.2
3627,Micros,2.1.5.2
5691,Micros,2.1.5.2
3044,Micros,2.1.5.2
3489,Micros,2.1.5.2
3839,Micros,2.1.5.2
4539,Micros,2.1.5.2
5367,Micros,2.1.5.2
4618,Micros,2.1.5.2
4789,Micros,2.1.5.2
4853,Micros,2.1.5.2
5011,Micros,2.1.5.2
5115,Micros,2.1.5.2
1314,Micros,2.1.5.2
1605,Micros,2.1.5.2
1318,Micros,2.1.5.2
2166,Micros,2.1.5.2
5269,Micros,2.1.5.2
2568,Micros,2.1.0.27
3900,Micros,2.1.5.2
4265,Micros,2.1.5.2
3179,Micros,2.1.5.2
3557,Micros,2.1.5.2
5268,Micros,2.1.5.2
2888,Micros,2.1.5.2
5506,Micros,2.1.0.27
1987,Micros,2.1.5.2
3207,Micros,2.1.5.2
3738,Micros,2.1.0.27
2683,Micros,2.1.5.2
1874,Micros,2.1.5.2
3043,Micros,2.1.5.2
3688,Micros,2.1.5.2
3468,Micros,2.1.5.2
5105,Micros,2.1.5.2
1702,Micros,2.1.0.27
4443,Micros,2.1.0.27
5730,Micros,2.1.0.27
3943,Micros,2.1.5.2
5389,Micros,2.1.5.2
5486,Micros,2.1.5.2
1292,Micros,2.1.5.2
2250,Micros,2.1.5.2
4765,Micros,2.1.5.2
1700,Micros,2.1.5.2
1211,Micros,2.1.5.2
2750,Micros,2.1.5.2
5891,Micros,2.1.5.2
1297,Micros,2.1.5.2
1746,Micros,2.1.5.2
3051,Micros,2.1.5.2
3386,Micros,2.1.5.2
3977,Micros,2.1.5.2
4886,Micros,2.1.5.2
3747,Micros,2.1.5.2
3055,Micros,2.1.0.27
5232,Micros,2.1.5.2
2988,Micros,2.1.5.2
3656,Micros,2.1.5.2
5235,Micros,2.1.5.2
5529,Micros,2.1.5.2
1291,Micros,2.1.5.2
3518,Micros,2.1.5.2
5159,Micros,2.1.5.2
5935,Micros,2.1.5.2
1256,Micros,2.1.5.2
2849,Micros,2.1.5.2
4214,Micros,2.1.5.2
6060,Micros,2.1.5.2
1205,Micros,2.1.0.27
3523,Micros,2.1.5.2
4955,Micros,2.1.5.2
5196,Micros,2.1.0.27
5933,Micros,2.1.0.27
1296,Micros,2.1.5.2
3049,Micros,2.1.5.2
3551,Micros,2.1.5.2
5271,Micros,2.1.5.2
1210,Micros,2.1.5.2
2854,Micros,2.1.5.2
1903,Micros,2.1.5.2
6430,Micros,2.1.5.2
6436,Micros,2.1.5.2
5951,Micros,2.1.5.2
4187,Micros,2.1.5.2
3519,Micros,2.1.5.2
5868,Micros,2.1.5.2
6447,Micros,2.1.5.2
6468,Micros,2.1.5.2
2666,Micros,2.1.5.2
6278,Micros,2.1.5.2
5093,Micros,2.1.5.2
6458,Micros,2.1.5.2
4645,Micros,2.1.5.2
6467,Micros,2.1.5.2
2698,Micros,2.1.5.2
6443,Micros,2.1.5.2
6457,Micros,2.1.5.2
6462,Micros,2.1.5.2
6449,Micros,2.1.5.2
6453,Micros,2.1.5.2
6426,Micros,2.1.5.2
1953,Micros,2.1.5.2
1886,Micros,2.1.5.2
4900,Micros,2.1.5.2
3886,Micros,2.1.5.2
3005,Micros,2.1.5.2
2637,Micros,2.1.5.2
6290,Micros,2.1.5.2
4728,Micros,2.1.5.2
3552,Micros,2.1.5.2
1829,Micros,2.1.5.2
4819,Micros,2.1.5.2
4601,Micros,Pending Connection
2397,Micros,2.1.5.2
4097,Micros,2.1.5.2
1723,Micros,2.1.5.2
1663,Micros,2.1.5.2
5414,Micros,2.1.5.2
5906,Micros,2.1.5.2
5120,Micros,2.1.5.2
1742,Micros,2.1.5.2
1630,Micros,2.1.5.2
4475,Micros,2.1.5.2
1236,Micros,2.1.5.2
5685,Micros,2.1.5.2
6234,Micros,2.1.5.2
3910,Micros,2.1.5.2
4933,Micros,2.1.5.2
2170,Micros,2.1.5.2
2569,Micros,2.1.5.2
2842,Micros,2.1.5.2
2697,Micros,2.1.5.2
1750,Micros,2.1.5.2
4812,Micros,2.1.5.2
5980,Micros,2.1.0.27
6424,Micros,2.1.5.2
1862,Micros,2.1.5.2
4800,Micros,2.1.5.2
5765,Micros,2.1.5.2
4778,Micros,2.1.5.2
1891,Micros,2.1.5.2
1487,Micros,2.1.5.2
1947,Micros,2.1.5.2
4292,Micros,2.1.5.2
5399,Micros,2.1.5.2
5582,Micros,2.1.5.2
4057,Micros,2.1.5.2
2556,Micros,2.1.5.2
5373,Micros,2.1.5.2
4135,Micros,2.1.5.2
3457,Micros,2.1.0.27
2771,Micros,2.1.5.2
3205,Micros,2.1.5.2
1955,Micros,2.1.5.2
3189,Micros,2.1.5.2
2070,Micros,2.1.5.2
1559,Micros,2.1.5.2
4630,Micros,2.1.5.2
6309,Micros,2.1.5.2
3321,Micros,2.1.5.2
3458,Micros,2.1.5.2
3772,Micros,2.1.5.2
5195,Micros,2.1.5.2
5844,Micros,2.1.5.2
2120,Micros,2.1.5.2
3229,Micros,2.1.5.2
4251,Micros,2.1.5.2
4259,Micros,2.1.5.2
5357,Micros,2.1.5.2
3587,Micros,2.1.5.2
3992,Micros,2.1.5.2
2638,Micros,2.1.5.2
4671,Micros,2.1.5.2
5736,Micros,2.1.5.2
5992,Micros,2.1.5.2
1802,Micros,2.1.5.2
1991,Micros,2.1.5.2
2877,Micros,2.1.5.2
3000,Micros,2.1.5.2
4466,Micros,2.1.5.2
2594,Micros,2.1.5.2
2084,Micros,2.1.5.2
3904,Micros,2.1.5.2
1984,Micros,2.1.5.2
1587,Micros,2.1.5.2
5488,Micros,2.1.5.2
2830,Micros,2.1.5.2
3533,Micros,2.1.5.2
3874,Micros,2.1.5.2
5555,Micros,2.1.5.2
5968,Micros,2.1.5.2
3956,Micros,2.1.5.2
4215,Micros,2.1.5.2
5792,Micros,2.1.5.2
6432,Micros,2.1.5.2
3866,Micros,2.1.5.2
4002,Micros,2.1.5.2
5272,Micros,2.1.5.2
2156,Micros,2.1.5.2
3638,Micros,2.1.5.2
5897,Micros,2.1.5.2
6363,Micros,2.1.5.2
5289,Micros,2.1.5.2
